DR_MFII11,DR_RBBV11,FF_BCFF11B,FF_BCIA11,FF_BPFF11,FF_FIXX11,FF_FOFT11,HS_HCRI11,HS_NSLU11,HT_HTMX11,AB_AGX11,AB_BBPO11,AB_BBRC11,AB_BNFS11,AB_SAAG11,EC_ALMI11,EC_BBFI11B,EC_BBVJ11,EC_BMLC11B,EC_BRCR11,EC_CBOP11,EC_CNES11,EC_CXCE11B,EC_DRIT11B,EC_EDFO11B,EC_EDGA11,EC_FAMB11B,EC_FFCI11,EC_FLMA11,EC_FMOF11,EC_FPAB11,EC_FVBI11,EC_HGJH11,EC_HGRE11,EC_MBRF11,EC_ONEF11,EC_PRSV11,EC_RDES11,EC_RNGO11,EC_SPTW11,EC_TBOF11,EC_TRNT11,EC_VLOL11,EC_XPCM11,IV_MAXR11,IV_RBRD11,IL_CXTL11,IL_EURO11,IL_FIIB11,IL_FIIP11B,IL_HGLG11,IL_SDIL11,IL_TRXL11,SH_ABCP11,SH_FIGS11,SH_HGBS11,SH_JRDM11,SH_PQDP11,SH_RBGS11,SH_SHPH11,UN_FCFL11,UN_AEFI11,UN_FAED11
"0,006117414898865","0,001525","0,007683572216097",0,"0,008284023668639","0,005559737606194","0,006377667974123","0,006468546637744","0,008213021740352","0,01270866816672","0,006153846153846","0,006415760869565","0,002296132596685","0,005555555555556","0,008131386861314","0,007268197994177","0,006997488372093","0,008122503328895","0,007410714285714","0,007868852459016",0,"0,007830894308943","0,007061953727506","0,007297835497836","0,007829166666667","0,009481668773704","0,006183247058824","0,007065868263473","0,008019801980198","0,007058823529412","0,007359018797494","0,007903055848261","0,007148343333409","0,007682119205298","0,007581395348837","0,006522292993631","0,007752136752137","0,006953921568627","0,010334987593052","0,009144619765097","0,009090909090909","0,0075555","0,009278495887192","0,007300474324603","0,018131140350877","0,005285145888594","0,005711719745223","0,007386363636364","0,007515106898561","0,006872955974843","0,007477876106195","0,00724777734828","0,007605018587361","0,006860465116279","0,008090291262136","0,007351351351351","0,007282051282051","0,006855310344828","0,007201438848921","0,004973821989529","0,007106164383562","0,007293354943274","0,007640945330296"
"0,008878366380586","0,001298888888889","0,007955801104972",0,"0,008313253012048","0,00556512378902","0,006693524041514","0,008409459459459","0,007992345544013","0,015038267148014","0,006375","0,006798229768786","0,002715846994536","0,004356243949661","0,006956385642738","0,007253395161834","0,007094","0,006885456885457","0,008492973532201","0,007218587863749",0,"0,007427450980392","0,007098011319704","0,007325743090561","0,007857934601884","0,009615384615385","0,010072305882353","0,00698224852071","0,007205882352941","0,008391608391608","0,007459459459459","0,007903055848261","0,00740157480315","0,007488702388638","0,007523076923077","0,006243902439024","0,007628259041211","0,008014851019833","0,009916666666667","0,009177283009882","0,008454258675079","0,0072505","0,00919182083739","0,007572192513369","0,005110790697674","0,005062340966921","0,006112167832168","0,007142857142857","0,007462686567164","0,006307407407407","0,007444933920705","0,007462686567164","0,00727366447985","0,006743486973948",0,"0,007431693989071","0,007553191489362","0,006976142857143","0,007061077844311","0,005","0,007033898305085","0,007493755203997","0,00758445229682"
"0,00935960591133","0,003802800329451","0,008064994298746",0,"0,008308780200354","0,006438202247191","0,006909068410089","0,008376651982379","0,008776404494382","0,024407942238267","0,006651884700665","0,00671214553237","0,002019859813084","0,006086998643674","0,006810010214505","0,007082326283988","0,007176095238095","0,006162428645563","0,01145811965812","0,006966618287373",0,"0,008145465994962","0,007466857440166","0,007266379310345","0,007786086956522","0,008798927613941","0,006568643367898","0,00710843373494","0,007","0,006896551724138","0,007389558232932","0,008196721311475","0,007343807373495","0,007360406091371","0,007633945297864","0,005988505747126","0,007776904284905","0,007832991803279","0,009575813311875","0,00882932416953","0,008706952566602","0,007007124681934","0,00914013950539","0,007600644122383","0,005030642201835","0,005037974683544","0,006196944444444","0,007492795389049","0,007433628318584","0,006775527842944","0,007161016949153","0,007411067193676","0,007156105100464","0,006151515151515","0,008333","0,00717277486911","0,007448979591837","0,007155516014235","0,00742592824103","0,005462962962963","0,007081911262799","0,007261578182992","0,007465972222222"
"0,00983961428712","0,005315662650602","0,008850526315789",0,"0,008726838015541","0,007574193548387","0,006905017646156","0,008619124054116","0,008079069767442","0,028424820143885","0,0065625","0,006899175068744","0,002345679012346","0,005491795319934","0,007017894736842","0,007139388642047","0,007352733040508","0,006401617250674","0,007109207708779","0,006997084548105",0,"0,00788188976378","0,007652808318235","0,007297835497836","0,007823383625375","0,007313157894737","0,006537552941176","0,007375","0,007644230769231","0,006666666666667","0,007459459459459","0,008474576271186","0,007692307692308","0,007733333333333","0,007700787401575","0,007176470588235","0,00826198630137","0,008221989528796","0,009968884633796","0,008962790697674","0,009317202058128","0,006827722772277","0,010458278145695","0,007955056179775","0,004702220166512","0,033821356615178","0,006093074792244","0,007784431137725","0,009726443768997","0,00689592476489","0,00778801843318","0,007813313886863","0,007561668959193","0,006381909547739","0,008333","0,007611111111111","0,007526549128776","0,006560141843972","0,008150898203593","0,005662188099808","0,007094017094017","0,007438016528926","0,007583362707085"
"0,009827044025157","0,007919765882209","0,009330016583748",0,"0,008957055214724","0,007643333333333","0,006959159084299","0,008352","0,008547868296392","0,023871582733813","0,006810810810811","0,007180196508633","0,001962025316456","0,005348092047772","0,007366850828729","0,007390480782477","0,007752519280206","0,005921898928025","0,009027947598253","0,007172207695181",0,"0,007713114754098","0,008018044692737","0,007297835497836","0,008069651741294","0,007795794970455","0,00660475177305","0,007564102564103","0,007740384615385","0,005","0,007459459459459","0,009433962264151","0,008271007479103","0,008169014084507","0,008504347826087","0,007232122875417","0,008664825046041","0,007569565217391","0,0104125","0,00917619047619","0,009809663250366","0,007156218905473","0,010020440940283","0,007638364440608","0,005813783783784","0,005691428571429","0,006067226890756","0,007471264367816","0,007671870802114","0,006927650519464","0,008055555555556","0,008351893095768","0,007744075829384","0,006784630940344","0,008337168584292","0,008462536290074","0,008021978021978","0,006673309859155","0,007255421686747","0,005363636363636","0,007771391972673","0,007725321888412","0,007903747244673"
"0,009832841691249","0,007124571428571","0,009331395348837",0,"0,009864864864865","0,008128690203639","0,007381134969325","0,009217088824653","0,00892987804878","0,018279809802487","0,007114754098361","0,007415763546798","0,002688172043011","0,005759151830366","0,007695192635527","0,007781273031826","0,010681118644068","0,005289007092199","0,008736842105263","0,008251633986928",0,"0,00832895888014","0,008276676557864","0,007982383704927","0,008965104166667","0,008511111111111","0,006974825","0,007866666666667","0,008288770053476","0,005492349941153","0,007808219178082","0,011029411764706","0,008867924528302","0,008936825885978","0,009449275362319","0,007772151898734","0,009365708622398","0,011665071770335","0,009842519685039","0,009907455012853","0,011041529334212","0,007431052631579","0,011476114649682","0,008511661457081","0,005736431924883","0,006221875","0,005613435890198","0,004081299485756","0,007692307692308","0,0071450726979","0,00837343599615","0,008908421427723","0,008319444444444","0,007322751322751","0,00926712633452","0,009194630872483","0,008695652173913","0,00742","0,009082191780822","0,005267857142857","0,007982894736842","0,00873786407767","0,008516327314637"
"0,009803921568627","0,011855294117647","0,008933973589436",0,"0,009707446808511","0,007961176470588","0,007908533184607","0,009182481751825","0,008882424242424","0,016406511627907","0,007641304347826","0,007272463768116","0,002702702702703","0,005215625","0,007615122540939","0,008680073800738","0,011400813230832","0,005145765050888","0,008738681827753","0,008006341656758",0,"0,008008069467591","0,008778464330467","0,0087","0,008567619047619","0,006956944444444","0,007050329113924","0,007662337662338","0,007357512953368","0,005982905982906","0,007916666666667","0,009616617515066","0,008392857142857","0,008309455587393","0,009183098591549","0,008727272727273","0,009373737373737","0,009567600487211","0,008312020460358","0,010304812834225","0,010075187969925","0,007415789473684","0,01218064516129","0,008409090909091","0,027931301238691","0,005691044776119","0,006073823529412","0,003846153846154","0,007705882352941","0,021322972972973","0,007985607548694","0,008196721311475","0,00830839231547","0,00838","0,010820672639917","0,008353658536585","0,008295454545455","0,007285044861782","0,010025352112676","0,009230769230769","0,008308826205641","0,008340727595386","0,00900325203252"
"0,009813542688911","0,007492857142857","0,008541769041769",0,"0,00994008714597","0,008573639719014","0,00787392963769","0,009205339805825","0,008930226884606","0,010043310131477","0,007657952069717","0,007100943396226","0,002746753246753","0,005613186813187","0,007657199690574","0,009000933315556","0,011464163701068","0,005233333333333","0,010589473684211","0,007883234467687",0,"0,008342127659574","0,00826450867052","0,0087","0,008392558139535","0,009477250726041","0,00776045566017","0,007792207792208","0,007444444444444","0,006086956521739","0,007916666666667","0,009615384615385","0,008034188034188","0,008197879858657","0,00928766108584","0,008674698795181","0,011069767441861","0,007621176470588","0,008993288590604","0,010018195996881","0,010554505356018","0,0069","0,011250819672131","0,008268156424581","0,005492568203198","0,005863418877773","0,00447648","0,003731343283582","0,00788083226365","0,007462926927464","0,010879218472469","0,008064516129032","0,008528282828283","0,007181818181818","0,010822077922078","0,008224076281287","0,009480519480519","0,009065581051073","0,009621739130435","0,005865384615385","0,007881465517241","0,008623853211009","0,008950406504065"
"0,009794319294809","0,008902325581395","0,008277750730282",0,"0,009891598915989","0,008647319822521","0,008198334098511","0,008794418604651","0,008943292682927","0,017878238195114","0,007583603020496","0,007182251908397","0,003007322175732","0,005949569103096","0,00753234047179","0,008594690909091","0,011346973451327","0,005103507271172","0,008308308308308","0,008048450075703","0,007711111111111","0,008335897435897","0,0082348","0,007981651376147","0,008032857142857","0,008151898734177","0,00774656167979","0,007806451612903","0,008057142857143","0,005882352941176","0,008260869565217","0,00974025974026","0,007966101694915","0,008467153284672","0,008504347826087","0,008571428571429","0,010990783410138","0,00762380952381","0,008675176601809","0,010487481785667","0,010290277991092","0,007415653455445","0,0106","0,008291316526611","0,005476837209302","0,005830832976139","0,00520736","0,007","0,007764705882353","0,00774701986755","0,011170688114388","0,008178844056707","0,008635353535354","0,006403846153846","0,009803529411765","0,008363636363636","0,009252217997465","0,00670824179718","0,009030769230769","0,005613273965826","0,007883362068966","0,008256477821695","0,008682564503518"
"0,010279001468429","0,041646625766871","0,009057953144266",0,"0,009071703740524","0,008460227272727","0,00840015273005","0,008516657613616","0,008384479113092","0,018088809946714","0,007101081829109","0,007108991310918","0,002881844380403","0,005645275391612","0,007534797738147","0,008454452926209","0,011287192982456","0,005187826086957","0,008341708542714","0,008116361298618","0,007711111111111","0,007802564102564","0,007912979561137","0,0087","0,007383410138249","0,007789859499084","0,007688788320101","0,008012820512821","0,007052023121387","0,00695652173913","0,007918866351764","0,01056338028169","0,008318584070796","0,008405797101449","0,008732142857143","0,008181818181818","0,009936842105263","0,007645075008722","0,008433734939759","0,010362565445026","0,010255625287004","0,008050531914894","0,011349429469158","0,008222222222222","0,005072232142857","0,006017711755464","0,004881911764706","0,006907894736842","0,007462686567164","0,007408922657315","0,011253309796999","0,008152173913043","0,008681845416417","0,006267326732673","0,010409743910056","0,008117647058824","0,00941935483871","0,006137975813651","0,010484848484849","0,005888223552894","0,007748983050847","0,008261557391457","0,008447661638748"
